obdA,obdB,bucketIstDay,sharedDistinctSkus,distinctSkusA,distinctSkusB,containment,activeLinesA,activeLinesB,windowA,windowB,targetDateA,targetDateB,routeA,routeB
9107975944,9107946773,2026-06-29,1,1,5,1.000,1,5,4,,2026-07-03,,Navsari,Navsari
9107975944,9107962617,2026-06-29,1,1,1,1.000,1,1,4,,2026-07-03,,Navsari,Varachha
9107975944,9107957667,2026-06-29,1,1,1,1.000,1,1,4,,2026-07-03,,Navsari,Bharuch
9107946932,9107962617,2026-06-29,1,4,1,1.000,4,1,,,,,Udhana,Varachha
9107946932,9107957667,2026-06-29,1,4,1,1.000,4,1,,,,,Udhana,Bharuch
9107893588,9107962617,2026-06-29,1,6,1,1.000,6,1,,,,,Adajan,Varachha
9107893588,9107957667,2026-06-29,1,6,1,1.000,6,1,,,,,Adajan,Bharuch
9107946773,9107962617,2026-06-29,1,5,1,1.000,5,1,,,,,Navsari,Varachha
9107946773,9107957667,2026-06-29,1,5,1,1.000,5,1,,,,,Navsari,Bharuch
9107962617,9107957667,2026-06-29,1,1,1,1.000,1,1,,,,,Varachha,Bharuch
9107898348,9107754659,2026-06-29,1,3,1,1.000,3,1,,,,,Ghod Dod,Varachha
9107898348,9107918554,2026-06-29,1,3,1,1.000,3,1,,,,,Ghod Dod,Ghod Dod
9107754659,9107918554,2026-06-29,1,1,1,1.000,1,1,,,,,Varachha,Ghod Dod
9107754659,9107910685,2026-06-29,1,1,14,1.000,1,14,,,,,Varachha,Adajan
9107754659,9107946935,2026-06-29,1,1,22,1.000,1,22,,,,,Varachha,Parvat
9107754659,9107965020,2026-06-29,1,1,5,1.000,1,5,,,,,Varachha,Adajan
9107754659,9107893587,2026-06-29,1,1,18,1.000,1,19,,,,,Varachha,Ghod Dod
9107918554,9107910685,2026-06-29,1,1,14,1.000,1,14,,,,,Ghod Dod,Adajan
9107918554,9107946935,2026-06-29,1,1,22,1.000,1,22,,,,,Ghod Dod,Parvat
9107918554,9107965020,2026-06-29,1,1,5,1.000,1,5,,,,,Ghod Dod,Adajan
9107918554,9107893587,2026-06-29,1,1,18,1.000,1,19,,,,,Ghod Dod,Ghod Dod
9107965020,9107893587,2026-06-29,3,5,18,0.600,5,19,,,,,Adajan,Ghod Dod
9107898346,9107754665,2026-06-29,1,3,1,1.000,3,1,,,,,Ghod Dod,Adajan
9107898346,9107962614,2026-06-29,1,3,2,0.500,3,2,,,,,Ghod Dod,Chikhli
9107893588,9107962614,2026-06-29,1,6,2,0.500,6,2,,,,,Adajan,Chikhli
9107898349,9107910688,2026-06-29,1,2,11,0.500,3,11,,,,,Ghod Dod,Adajan
9107898349,9107892981,2026-06-29,1,2,2,0.500,3,3,,,,,Ghod Dod,Navsari
9107898349,9107910684,2026-06-29,1,2,1,1.000,3,1,,,,,Ghod Dod,Varachha
9107892981,9107910684,2026-06-29,1,2,1,1.000,3,1,,,,,Navsari,Varachha
9107976401,9107946932,2026-06-29,1,1,4,1.000,1,4,,,,,Adajan,Udhana
9107976401,9107910683,2026-06-29,1,1,3,1.000,1,3,,,,,Adajan,Varachha
9107976401,9107965022,2026-06-29,1,1,2,1.000,1,2,,,,,Adajan,Bharuch
9107976401,9107957665,2026-06-29,1,1,3,1.000,1,3,,,,,Adajan,Ghod Dod
9107946932,9107965022,2026-06-29,1,4,2,0.500,4,2,,,,,Udhana,Bharuch
9107910683,9107965022,2026-06-29,1,3,2,0.500,3,2,,,,,Varachha,Bharuch
9107910683,9107957665,2026-06-29,2,3,3,0.667,3,3,,,,,Varachha,Ghod Dod
9107965022,9107957665,2026-06-29,1,2,3,0.500,2,3,,,,,Bharuch,Ghod Dod
9107790598,9107946933,2026-06-29,1,3,1,1.000,3,1,,,,,Varachha,Ghod Dod
9107946933,9107960053,2026-06-29,1,1,15,1.000,1,15,,,,,Ghod Dod,Ghod Dod
9107946933,9107957666,2026-06-29,1,1,3,1.000,1,3,,,,,Ghod Dod,Adajan
9107790599,9107967124,2026-06-29,1,5,2,0.500,5,2,,,,,Adajan,Ghod Dod
9107910685,9107967124,2026-06-29,1,14,2,0.500,14,2,,,,,Adajan,Ghod Dod
9107790599,9107975438,2026-06-29,1,5,1,1.000,5,1,,,,,Adajan,Adajan
9107794239,9107918556,2026-06-29,1,1,1,1.000,1,1,4,,2026-07-03,,Ghod Dod,Adajan
9107794241,9107975440,2026-06-29,1,1,1,1.000,1,1,,,,,Navsari,Adajan
9107794237,9107962618,2026-06-29,1,1,9,1.000,1,9,,,,,Bardoli,Chikhli
9107969923,9107975741,2026-06-29,3,6,4,0.750,6,4,,,,,Adajan,Varachha
9107969923,9107918555,2026-06-29,1,6,1,1.000,6,1,,,,,Adajan,Adajan
9107969923,9107892980,2026-06-29,4,6,6,0.667,6,6,,,,,Adajan,Adajan
9107975741,9107918555,2026-06-29,1,4,1,1.000,4,1,,,,,Varachha,Adajan
9107975741,9107892980,2026-06-29,3,4,6,0.750,4,6,,,,,Varachha,Adajan
9107975741,9107967123,2026-06-29,2,4,7,0.500,4,7,,,,,Varachha,Bharuch
9107918555,9107892980,2026-06-29,1,1,6,1.000,1,6,,,,,Adajan,Adajan
9107918555,9107967123,2026-06-29,1,1,7,1.000,1,7,,,,,Adajan,Bharuch
9107969923,9107975740,2026-06-29,2,6,2,1.000,6,2,,,,,Adajan,Adajan
9107969923,9107789847,2026-06-29,2,6,4,0.500,6,4,,,,,Adajan,Adajan
9107969923,9107871488,2026-06-29,1,6,1,1.000,6,1,,,,,Adajan,Adajan
9107975741,9107975740,2026-06-29,1,4,2,0.500,4,2,,,,,Varachha,Adajan
9107975741,9107871488,2026-06-29,1,4,1,1.000,4,1,,,,,Varachha,Adajan
9107975740,9107897683,2026-06-29,2,2,7,1.000,2,7,,,,,Adajan,Ghod Dod
9107975740,9107892980,2026-06-29,2,2,6,1.000,2,6,,,,,Adajan,Adajan
9107975740,9107789847,2026-06-29,2,2,4,1.000,2,4,,,,,Adajan,Adajan
9107975740,9107871488,2026-06-29,1,2,1,1.000,2,1,,,,,Adajan,Adajan
9107975740,9107967123,2026-06-29,1,2,7,0.500,2,7,,,,,Adajan,Bharuch
9107975740,9107957663,2026-06-29,1,2,10,0.500,2,10,,,,,Adajan,Adajan
9107897683,9107789847,2026-06-29,2,7,4,0.500,7,4,,,,,Ghod Dod,Adajan
9107897683,9107871488,2026-06-29,1,7,1,1.000,7,1,,,,,Ghod Dod,Adajan
9107892980,9107789847,2026-06-29,2,6,4,0.500,6,4,,,,,Adajan,Adajan
9107892980,9107871488,2026-06-29,1,6,1,1.000,6,1,,,,,Adajan,Adajan
9107789847,9107871488,2026-06-29,1,4,1,1.000,4,1,,,,,Adajan,Adajan
9107871488,9107967123,2026-06-29,1,1,7,1.000,1,7,,,,,Adajan,Bharuch
9107871488,9107957663,2026-06-29,1,1,10,1.000,1,10,,,,,Adajan,Adajan
9107975740,9107893588,2026-06-29,1,2,6,0.500,2,6,,,,,Adajan,Adajan
9107789847,9107893588,2026-06-29,2,4,6,0.500,4,6,,,,,Adajan,Adajan
9107754662,9107975738,2026-06-29,2,4,46,0.500,4,49,,,,,Ghod Dod,Ghod Dod
9107975738,9107946937,2026-06-29,2,46,3,0.667,49,3,,4,,2026-07-03,Ghod Dod,No Route
9107754664,9107910685,2026-06-29,2,3,14,0.667,3,14,,,,,Parvat,Adajan
9107754664,9107962614,2026-06-29,1,3,2,0.500,3,2,,,,,Parvat,Chikhli
9107910685,9107962614,2026-06-29,1,14,2,0.500,14,2,,,,,Adajan,Chikhli
9107975738,9107960050,2026-06-29,3,46,4,0.750,49,4,,,,,Ghod Dod,Ghod Dod
9107960050,9107957663,2026-06-29,3,4,10,0.750,4,10,,,,,Ghod Dod,Adajan
9107754663,9107871484,2026-06-29,1,1,9,1.000,1,9,,,,,Varachha,Adajan
9107754661,9107967126,2026-06-29,1,2,6,0.500,2,6,,,,,Ghod Dod,Vansda
9107975742,9107871485,2026-06-29,1,7,2,0.500,7,2,,,,,Ghod Dod,Ghod Dod
9107975742,9107774490,2026-06-29,1,7,2,0.500,7,2,,,,,Ghod Dod,Ghod Dod
9107871485,9107774490,2026-06-29,1,2,2,0.500,2,2,,,,,Ghod Dod,Ghod Dod
9107946771,9107774490,2026-06-29,2,5,2,1.000,5,2,,,,,Ghod Dod,Ghod Dod
9107774490,9107957663,2026-06-29,1,2,10,0.500,2,10,,,,,Ghod Dod,Adajan
9107975742,9107975739,2026-06-29,3,7,5,0.600,7,6,,,,,Ghod Dod,Adajan
9107975742,9107789850,2026-06-29,1,7,2,0.500,7,2,,,,,Ghod Dod,Adajan
9107975739,9107789850,2026-06-29,1,5,2,0.500,6,2,,,,,Adajan,Adajan
9107946935,9107789850,2026-06-29,1,22,2,0.500,22,2,,,,,Parvat,Adajan
9107975739,9107774490,2026-06-29,1,5,2,0.500,6,2,,,,,Adajan,Ghod Dod
9107897683,9107965625,2026-06-29,1,7,2,0.500,7,3,,,,,Ghod Dod,Adajan
9107918553,9107910688,2026-06-29,1,1,11,1.000,1,11,,,,,Adajan,Adajan
9107975738,9107871484,2026-06-29,6,46,9,0.667,49,9,,,,,Ghod Dod,Adajan
9107975738,9107975437,2026-06-29,1,46,1,1.000,49,1,,,,,Ghod Dod,Adajan
9107975738,9107910687,2026-06-29,2,46,2,1.000,49,2,,,,,Ghod Dod,Varachha
9107946935,9107910687,2026-06-29,1,22,2,0.500,22,2,,,,,Parvat,Varachha
9107975738,9107957668,2026-06-29,2,46,3,0.667,49,3,,,,,Ghod Dod,Navsari
9107871484,9107957668,2026-06-29,2,9,3,0.667,9,3,,,,,Adajan,Navsari
9107893587,9107960050,2026-06-29,2,18,4,0.500,19,4,,,,,Ghod Dod,Ghod Dod
9107975738,9107892981,2026-06-29,1,46,2,0.500,49,3,,,,,Ghod Dod,Navsari
9107975738,9107793159,2026-06-29,1,46,1,1.000,49,1,,,,,Ghod Dod,Adajan
9107975738,9107910857,2026-06-29,1,46,1,1.000,49,1,,4,,2026-07-03,Ghod Dod,Vapi
9107975738,9107910858,2026-06-29,1,46,1,1.000,49,1,,4,,2026-07-03,Ghod Dod,Vapi
9107892981,9107946935,2026-06-29,1,2,22,0.500,3,22,,,,,Navsari,Parvat
9107892981,9107965020,2026-06-29,1,2,5,0.500,3,5,,,,,Navsari,Adajan
9107892981,9107793159,2026-06-29,1,2,1,1.000,3,1,,,,,Navsari,Adajan
9107892981,9107910857,2026-06-29,1,2,1,1.000,3,1,,4,,2026-07-03,Navsari,Vapi
9107892981,9107946771,2026-06-29,1,2,5,0.500,3,5,,,,,Navsari,Ghod Dod
9107892981,9107910858,2026-06-29,1,2,1,1.000,3,1,,4,,2026-07-03,Navsari,Vapi
9107892981,9107962618,2026-06-29,1,2,9,0.500,3,9,,,,,Navsari,Chikhli
9107946935,9107793159,2026-06-29,1,22,1,1.000,22,1,,,,,Parvat,Adajan
9107946935,9107910857,2026-06-29,1,22,1,1.000,22,1,,4,,2026-07-03,Parvat,Vapi
9107946935,9107910858,2026-06-29,1,22,1,1.000,22,1,,4,,2026-07-03,Parvat,Vapi
9107965020,9107793159,2026-06-29,1,5,1,1.000,5,1,,,,,Adajan,Adajan
9107965020,9107910857,2026-06-29,1,5,1,1.000,5,1,,4,,2026-07-03,Adajan,Vapi
9107965020,9107910858,2026-06-29,1,5,1,1.000,5,1,,4,,2026-07-03,Adajan,Vapi
9107793159,9107910857,2026-06-29,1,1,1,1.000,1,1,,4,,2026-07-03,Adajan,Vapi
9107793159,9107946771,2026-06-29,1,1,5,1.000,1,5,,,,,Adajan,Ghod Dod
9107793159,9107910858,2026-06-29,1,1,1,1.000,1,1,,4,,2026-07-03,Adajan,Vapi
9107793159,9107962618,2026-06-29,1,1,9,1.000,1,9,,,,,Adajan,Chikhli
9107910857,9107946771,2026-06-29,1,1,5,1.000,1,5,4,,2026-07-03,,Vapi,Ghod Dod
9107910857,9107910858,2026-06-29,1,1,1,1.000,1,1,4,4,2026-07-03,2026-07-03,Vapi,Vapi
9107910857,9107962618,2026-06-29,1,1,9,1.000,1,9,4,,2026-07-03,,Vapi,Chikhli
9107946771,9107910858,2026-06-29,1,5,1,1.000,5,1,,4,,2026-07-03,Ghod Dod,Vapi
9107910858,9107962618,2026-06-29,1,1,9,1.000,1,9,4,,2026-07-03,,Vapi,Chikhli
9107910688,9107910687,2026-06-29,1,11,2,0.500,11,2,,,,,Adajan,Varachha
9107910687,9107965020,2026-06-29,1,2,5,0.500,2,5,,,,,Varachha,Adajan
9107975738,9107835797,2026-06-29,1,46,1,1.000,49,1,,4,,2026-07-03,Ghod Dod,Ghod Dod
9107958776,9107962927,2026-06-29,1,1,1,1.000,1,1,4,1,2026-07-03,2026-06-30,Adajan,Udhana
9107904483,9107789846,2026-06-29,2,2,20,1.000,2,21,,,,,Adajan,Adajan
9107794238,9107789846,2026-06-29,1,1,20,1.000,1,21,,,,,Adajan,Adajan
9107898345,9107789846,2026-06-29,5,6,20,0.833,6,21,,,,,Varachha,Adajan
9107898345,9107871486,2026-06-29,1,6,1,1.000,6,1,,,,,Varachha,Adajan
9107871486,9107789846,2026-06-29,1,1,20,1.000,1,21,,,,,Adajan,Adajan
9107918551,9107946934,2026-06-29,1,1,1,1.000,1,1,,,,,Adajan,Varachha
9107918551,9107962928,2026-06-29,1,1,1,1.000,1,2,,4,,2026-07-03,Adajan,Ghod Dod
9107946934,9107962928,2026-06-29,1,1,1,1.000,1,2,,4,,2026-07-03,Varachha,Ghod Dod
9107892983,9107892980,2026-06-29,1,1,6,1.000,1,6,,,,,Ghod Dod,Adajan
9107892983,9107893589,2026-06-29,1,1,7,1.000,1,7,,,,,Ghod Dod,Navsari
9107892982,9107962618,2026-06-29,1,1,9,1.000,1,9,,,,,Ghod Dod,Chikhli
9107892980,9107962619,2026-06-29,1,6,2,0.500,6,2,,,,,Adajan,Vansda
9107967126,9107962619,2026-06-29,1,6,2,0.500,6,2,,,,,Vansda,Vansda
9107893587,9107962619,2026-06-29,1,18,2,0.500,19,2,,,,,Ghod Dod,Vansda
9107910686,9107893589,2026-06-29,1,1,7,1.000,1,7,,,,,Adajan,Navsari
9107910686,9107946773,2026-06-29,1,1,5,1.000,1,5,,,,,Adajan,Navsari
9107910688,9107965019,2026-06-29,1,11,2,0.500,11,2,,,,,Adajan,Adajan
9107946935,9107965019,2026-06-29,1,22,2,0.500,22,2,,,,,Parvat,Adajan
9107910685,9107960052,2026-06-29,1,14,1,1.000,14,1,,,,,Adajan,Adajan
9107960053,9107960052,2026-06-29,1,15,1,1.000,15,1,,,,,Ghod Dod,Adajan
9107946935,9107968214,2026-06-29,1,22,1,1.000,22,1,,,,,Parvat,Navsari
9107946935,9107965022,2026-06-29,1,22,2,0.500,22,2,,,,,Parvat,Bharuch
9107965022,9107957663,2026-06-29,1,2,10,0.500,2,10,,,,,Bharuch,Adajan
9107946935,9107946772,2026-06-29,1,22,1,1.000,22,1,,,,,Parvat,Udhana
9107962932,9107962935,2026-06-29,1,1,1,1.000,1,1,4,4,2026-07-03,2026-07-03,,Adajan
9107965625,9107960053,2026-06-29,1,2,15,0.500,3,15,,,,,Adajan,Ghod Dod
9107789848,9107893587,2026-06-29,1,1,18,1.000,1,19,,,,,Adajan,Ghod Dod
9107789848,9107938169,2026-06-29,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9107893587,9107938169,2026-06-29,1,18,1,1.000,19,1,,,,,Ghod Dod,Ghod Dod
9107965021,9107962028,2026-06-29,1,4,1,1.000,4,1,,4,,2026-07-03,Bharuch,Navsari
9107962618,9107960048,2026-06-29,1,9,1,1.000,9,1,,,,,Chikhli,Vansda
9108693064,9108693063,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108693064,9108665331,2026-08-06,1,1,21,1.000,1,22,,2,,2026-08-06,Adajan,Adajan
9108693064,9108705046,2026-08-06,1,1,3,1.000,1,3,,2,,2026-08-06,Adajan,Adajan
9108693063,9108665331,2026-08-06,1,1,21,1.000,1,22,,2,,2026-08-06,Adajan,Adajan
9108693063,9108705046,2026-08-06,1,1,3,1.000,1,3,,2,,2026-08-06,Adajan,Adajan
9108665331,9108705046,2026-08-06,2,21,3,0.667,22,3,2,2,2026-08-06,2026-08-06,Adajan,Adajan
9108725557,9108693065,2026-08-06,1,5,1,1.000,6,1,4,4,2026-08-06,2026-08-06,Bharuch,Bharuch
9108725557,9108733725,2026-08-06,5,5,5,1.000,6,6,4,4,2026-08-06,2026-08-06,Bharuch,Bharuch
9108725557,9108733439,2026-08-06,1,5,2,0.500,6,2,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108725557,9108608178,2026-08-06,1,5,2,0.500,6,2,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108674270,9108693065,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-06,2026-08-06,Bharuch,Bharuch
9108674270,9108733439,2026-08-06,1,9,2,0.500,9,2,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108674270,9108608178,2026-08-06,1,9,2,0.500,9,2,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108693065,9108733725,2026-08-06,1,1,5,1.000,1,6,4,4,2026-08-06,2026-08-06,Bharuch,Bharuch
9108693065,9108733439,2026-08-06,1,1,2,1.000,1,2,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108693065,9108633273,2026-08-06,1,1,14,1.000,1,15,4,1,2026-08-06,2026-08-06,Bharuch,Ghod Dod
9108693065,9108685441,2026-08-06,1,1,15,1.000,1,15,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108693065,9108608178,2026-08-06,1,1,2,1.000,1,2,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108733725,9108733439,2026-08-06,1,5,2,0.500,6,2,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108733725,9108608178,2026-08-06,1,5,2,0.500,6,2,4,3,2026-08-06,2026-08-06,Bharuch,Adajan
9108733439,9108633273,2026-08-06,1,2,14,0.500,2,15,3,1,2026-08-06,2026-08-06,Adajan,Ghod Dod
9108733439,9108685441,2026-08-06,1,2,15,0.500,2,15,3,3,2026-08-06,2026-08-06,Adajan,Adajan
9108733439,9108608178,2026-08-06,1,2,2,0.500,2,2,3,3,2026-08-06,2026-08-06,Adajan,Adajan
9108633273,9108608178,2026-08-06,2,14,2,1.000,15,2,1,3,2026-08-06,2026-08-06,Ghod Dod,Adajan
9108685441,9108608178,2026-08-06,2,15,2,1.000,15,2,3,3,2026-08-06,2026-08-06,Adajan,Adajan
9108761314,9108707293,2026-08-06,27,27,30,1.000,28,31,4,4,2026-08-06,2026-08-06,Navsari,Navsari
9108742467,9108678798,2026-08-06,14,18,20,0.778,19,21,4,4,2026-08-07,2026-08-07,Navsari,Navsari
9108725553,9108761756,2026-08-06,2,4,6,0.500,4,6,4,4,2026-08-06,2026-08-07,Bharuch,Kamrej
9108725559,9108681397,2026-08-06,1,1,1,1.000,1,1,3,2,2026-08-06,2026-08-06,Adajan,Ghod Dod
9108725554,9108762301,2026-08-06,1,1,21,1.000,1,21,4,1,2026-08-06,2026-08-07,Bharuch,Adajan
9108674273,9108633274,2026-08-06,1,8,2,0.500,8,2,4,1,2026-08-06,2026-08-06,Navsari,Udhana
9108763026,9108633274,2026-08-06,1,33,2,0.500,33,2,4,1,2026-08-07,2026-08-06,Navsari,Udhana
9108674273,9108583192,2026-08-06,1,8,2,0.500,8,2,4,4,2026-08-06,2026-08-07,Navsari,Bardoli
9108582399,9108583192,2026-08-06,2,44,2,1.000,46,2,4,4,2026-08-07,2026-08-07,Navsari,Bardoli
9108663490,9108583192,2026-08-06,1,13,2,0.500,13,2,,4,,2026-08-07,Varachha,Bardoli
9108725553,9108727949,2026-08-06,2,4,16,0.500,4,17,4,4,2026-08-06,2026-08-06,Bharuch,Chikhli
9108725553,9108583192,2026-08-06,1,4,2,0.500,4,2,4,4,2026-08-06,2026-08-07,Bharuch,Bardoli
9108727949,9108583192,2026-08-06,1,16,2,0.500,17,2,4,4,2026-08-06,2026-08-07,Chikhli,Bardoli
9108583192,9108685442,2026-08-06,1,2,19,0.500,2,19,4,3,2026-08-07,2026-08-06,Bardoli,Ghod Dod
9108583192,9108608169,2026-08-06,1,2,18,0.500,2,18,4,3,2026-08-07,2026-08-06,Bardoli,Ghod Dod
9108685442,9108608169,2026-08-06,18,19,18,1.000,19,18,3,3,2026-08-06,2026-08-06,Ghod Dod,Ghod Dod
9108674273,9108739463,2026-08-06,4,8,22,0.500,8,22,4,1,2026-08-06,2026-08-07,Navsari,Ghod Dod
9108663490,9108684082,2026-08-06,4,13,7,0.571,13,7,,1,,2026-08-07,Varachha,Ghod Dod
9108674273,9108741708,2026-08-06,1,8,2,0.500,8,2,4,4,2026-08-06,2026-08-06,Navsari,Vapi
9108674273,9108729946,2026-08-06,1,8,2,0.500,8,2,4,2,2026-08-06,2026-08-06,Navsari,Adajan
9108740285,9108741708,2026-08-06,1,11,2,0.500,11,2,1,4,2026-08-07,2026-08-06,Ghod Dod,Vapi
9108740285,9108729946,2026-08-06,1,11,2,0.500,11,2,1,2,2026-08-07,2026-08-06,Ghod Dod,Adajan
9108635686,9108663490,2026-08-06,2,3,13,0.667,3,13,2,,2026-08-06,,Ghod Dod,Varachha
9108635686,9108741708,2026-08-06,1,3,2,0.500,3,2,2,4,2026-08-06,2026-08-06,Ghod Dod,Vapi
9108635686,9108608171,2026-08-06,2,3,7,0.667,3,7,2,,2026-08-06,,Ghod Dod,Ghod Dod
9108635686,9108729946,2026-08-06,2,3,2,1.000,3,2,2,2,2026-08-06,2026-08-06,Ghod Dod,Adajan
9108635686,9108705047,2026-08-06,2,3,28,0.667,3,29,2,4,2026-08-06,2026-08-06,Ghod Dod,Bardoli
9108635686,9108681392,2026-08-06,2,3,16,0.667,3,17,2,4,2026-08-06,2026-08-06,Ghod Dod,Bardoli
9108635686,9108685441,2026-08-06,2,3,15,0.667,3,15,2,3,2026-08-06,2026-08-06,Ghod Dod,Adajan
9108663490,9108741708,2026-08-06,1,13,2,0.500,13,2,,4,,2026-08-06,Varachha,Vapi
9108663490,9108729946,2026-08-06,2,13,2,1.000,13,2,,2,,2026-08-06,Varachha,Adajan
9108741708,9108645698,2026-08-06,1,2,5,0.500,2,5,4,,2026-08-06,,Vapi,IGT / CROSS
9108741708,9108739463,2026-08-06,1,2,22,0.500,2,22,4,1,2026-08-06,2026-08-07,Vapi,Ghod Dod
9108741708,9108608171,2026-08-06,1,2,7,0.500,2,7,4,,2026-08-06,,Vapi,Ghod Dod
9108741708,9108729946,2026-08-06,1,2,2,0.500,2,2,4,2,2026-08-06,2026-08-06,Vapi,Adajan
9108741708,9108705047,2026-08-06,1,2,28,0.500,2,29,4,4,2026-08-06,2026-08-06,Vapi,Bardoli
9108741708,9108705048,2026-08-06,1,2,14,0.500,2,14,4,2,2026-08-06,2026-08-06,Vapi,Adajan
9108741708,9108681392,2026-08-06,1,2,16,0.500,2,17,4,4,2026-08-06,2026-08-06,Vapi,Bardoli
9108741708,9108685441,2026-08-06,1,2,15,0.500,2,15,4,3,2026-08-06,2026-08-06,Vapi,Adajan
9108741708,9108608176,2026-08-06,2,2,9,1.000,2,9,4,4,2026-08-06,2026-08-06,Vapi,Bharuch
9108645698,9108729946,2026-08-06,1,5,2,0.500,5,2,,2,,2026-08-06,IGT / CROSS,Adajan
9108739463,9108729946,2026-08-06,1,22,2,0.500,22,2,1,2,2026-08-07,2026-08-06,Ghod Dod,Adajan
9108608171,9108729946,2026-08-06,2,7,2,1.000,7,2,,2,,2026-08-06,Ghod Dod,Adajan
9108729946,9108705047,2026-08-06,2,2,28,1.000,2,29,2,4,2026-08-06,2026-08-06,Adajan,Bardoli
9108729946,9108705048,2026-08-06,1,2,14,0.500,2,14,2,2,2026-08-06,2026-08-06,Adajan,Adajan
9108729946,9108681392,2026-08-06,2,2,16,1.000,2,17,2,4,2026-08-06,2026-08-06,Adajan,Bardoli
9108729946,9108685441,2026-08-06,2,2,15,1.000,2,15,2,3,2026-08-06,2026-08-06,Adajan,Adajan
9108729946,9108608176,2026-08-06,1,2,9,0.500,2,9,2,4,2026-08-06,2026-08-06,Adajan,Bharuch
9108674273,9108665777,2026-08-06,1,8,2,0.500,8,2,4,4,2026-08-06,2026-08-07,Navsari,Navsari
9108521569,9108665777,2026-08-06,1,9,2,0.500,10,2,4,4,2026-08-07,2026-08-07,Navsari,Navsari
9108665777,9108739463,2026-08-06,1,2,22,0.500,2,22,4,1,2026-08-07,2026-08-07,Navsari,Ghod Dod
9108665777,9108732876,2026-08-06,1,2,14,0.500,2,15,4,3,2026-08-07,2026-08-06,Navsari,Adajan
9108665777,9108732875,2026-08-06,1,2,6,0.500,2,6,4,3,2026-08-07,2026-08-06,Navsari,Adajan
9108665777,9108687394,2026-08-06,1,2,18,0.500,2,18,4,3,2026-08-07,2026-08-08,Navsari,Adajan
9108665777,9108705047,2026-08-06,1,2,28,0.500,2,29,4,4,2026-08-07,2026-08-06,Navsari,Bardoli
9108732876,9108732875,2026-08-06,3,14,6,0.500,15,6,3,3,2026-08-06,2026-08-06,Adajan,Adajan
9108732876,9108687394,2026-08-06,7,14,18,0.500,15,18,3,3,2026-08-06,2026-08-08,Adajan,Adajan
9108732875,9108705047,2026-08-06,3,6,28,0.500,6,29,3,4,2026-08-06,2026-08-06,Adajan,Bardoli
9108732875,9108665331,2026-08-06,3,6,21,0.500,6,22,3,2,2026-08-06,2026-08-06,Adajan,Adajan
9108674270,9108721741,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-06,2026-08-07,Bharuch,Bharuch
9108674270,9108729264,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-06,2026-08-07,Bharuch,Navsari
9108674270,9108675836,2026-08-06,1,9,2,0.500,9,2,4,4,2026-08-06,2026-08-07,Bharuch,Chikhli
9108674270,9108760404,2026-08-06,5,9,24,0.556,9,25,4,4,2026-08-06,2026-08-07,Bharuch,Chikhli
9108674270,9108696890,2026-08-06,1,9,2,0.500,9,2,4,4,2026-08-06,2026-08-06,Bharuch,Chikhli
9108674270,9108744636,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-06,2026-08-07,Bharuch,Navsari
9108674270,9108772100,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-06,2026-08-07,Bharuch,Bharuch
9108674270,9108727947,2026-08-06,5,9,14,0.556,9,16,4,4,2026-08-06,2026-08-06,Bharuch,Chikhli
9108674270,9108732874,2026-08-06,5,9,19,0.556,9,19,4,4,2026-08-06,2026-08-06,Bharuch,Chikhli
9108674270,9108764706,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-06,2026-08-07,Bharuch,Bharuch
9108674270,9108742466,2026-08-06,5,9,9,0.556,9,10,4,4,2026-08-06,2026-08-07,Bharuch,Navsari
9108674270,9108685439,2026-08-06,5,9,19,0.556,9,25,4,4,2026-08-06,2026-08-06,Bharuch,Chikhli
9108672898,9108721741,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-07,2026-08-07,Bardoli,Bharuch
9108672898,9108729264,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-07,2026-08-07,Bardoli,Navsari
9108672898,9108675836,2026-08-06,2,9,2,1.000,9,2,4,4,2026-08-07,2026-08-07,Bardoli,Chikhli
9108672898,9108696890,2026-08-06,1,9,2,0.500,9,2,4,4,2026-08-07,2026-08-06,Bardoli,Chikhli
9108672898,9108744636,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-07,2026-08-07,Bardoli,Navsari
9108672898,9108772100,2026-08-06,1,9,1,1.000,9,1,4,4,2026-08-07,2026-08-07,Bardoli,Bharuch
