--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Delivery  |ShPt  |SLoc|Dv|Sold-To Pt|Name of sold-to party |Ship-To|Name of the ship-to party|Ref. Doc. |DlvTy|ItCa|Item|Material  |Description                             |Delivery qty|     Volume| Net weight| Total Wght|Batch     |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 005|IN28301081|DN GLOSS BRILLIANT WHITE 20L            |          2 |        40 |    44.800 |    48.380 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 006|IN28209073|DN GLOSS WHITE BASE NEW 500ML           |          2 |         1 |     1.030 |     1.196 |C20260501 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 007|IN28209073|DN GLOSS WHITE BASE NEW 500ML           |         22 |        11 |    11.330 |    13.156 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 008|IN28209072|DN GLOSS WHITE BASE NEW 1L              |         42 |        42 |    43.260 |    48.594 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 009|IN28209071|DN GLOSS WHITE BASE NEW 4L              |         16 |        64 |    65.920 |    71.568 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 010|IN28209082|DN GLOSS WHITE BASE NEW 10L             |          5 |        50 |    51.500 |        58 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 011|IN28209273|DN GLOSS INTERMEDIATE BASE NEW 500ML    |         12 |         6 |     5.940 |     6.936 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 012|IN28209272|DN GLOSS INTERMEDIATE BASE NEW 0.9L     |         30 |        30 |    26.730 |    30.540 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 013|IN28209271|DN GLOSS INTERMEDIATE BASE NEW 3.6L     |          8 |        32 |    28.512 |    35.280 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 014|IN28209282|DN GLOSS INTERMEDIATE BASE NEW 9L       |          1 |        10 |     8.910 |    10.210 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 015|IN28209281|DN GLOSS INTERMEDIATE BASE NEW 18L      |          1 |        20 |    17.820 |    21.400 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 016|5867122   |DN GLOSS 93 BASE 0.925L                 |          2 |         2 |     1.656 |     1.906 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 017|5867122   |DN GLOSS 93 BASE 0.925L                 |         28 |        28 |    23.184 |    26.684 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 018|5867123   |DN GLOSS 93 BASE 3.7L                   |          8 |        32 |    32.608 |    39.776 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 019|5867125   |DN DULUX GLOSS 93 BASE 18.5L            |          1 |        20 |        20 |        20 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 020|IN28012273|DN GLOSS BLACK 500ML                    |         12 |         6 |     5.460 |     6.744 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 021|IN28012272|DN GLOSS BLACK 1L                       |         30 |        30 |    27.300 |    32.250 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 022|IN28012271|DN GLOSS BLACK 4LT                      |         12 |        48 |    43.680 |    50.112 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 023|IN28012282|DN GLOSS BLACK 10L                      |          2 |        20 |    18.200 |    20.950 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 024|IN28049273|DN GLOSS SMOKE GREY 500ML               |         12 |         6 |     5.940 |     6.924 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 025|IN28049272|DN GLOSS SMOKE GREY 1LT                 |         30 |        30 |    29.700 |    33.150 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 026|IN28049271|DN GLOSS SMOKE GREY 4LT                 |          8 |        32 |    31.680 |    34.368 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 027|IN28049281|DN GLOSS SMOKE GREY 20LT                |          2 |        40 |    39.600 |    41.590 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 028|IN28912273|DN GLOSS DARK BROWN 500ML               |          9 |     4.500 |     4.275 |     5.238 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 029|IN28912273|DN GLOSS DARK BROWN 500ML               |          3 |     1.500 |     1.425 |     1.746 |N20251101 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 030|IN28912272|DN GLOSS DARK BROWN 1L                  |         12 |        12 |    11.400 |    13.380 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 031|IN28912271|DN GLOSS DARK BROWN 4L                  |          4 |        16 |    15.200 |    17.344 |C20260601 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 032|IN28918773|DN GLOSS GOLDEN BROWN 500ML             |         12 |         6 |         6 |     7.044 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 033|IN28918772|DN GLOSS GOLDEN BROWN 1LT               |         12 |        12 |        12 |    13.500 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 034|IN28918771|DN GLOSS GOLDEN BROWN 4LT               |          4 |        16 |        16 |    17.504 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 035|IN28045673|DN GLOSS GOLDEN YELLOW 500ML            |          8 |         4 |     3.920 |     4.656 |C20260601 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 036|IN28045673|DN GLOSS GOLDEN YELLOW 500ML            |          4 |         2 |     1.960 |     2.328 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 037|IN28045672|DN GLOSS GOLDEN YELLOW 1L               |          6 |         6 |     5.880 |     6.690 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 038|IN28045671|DN GLOSS GOLDEN YELLOW 4LT              |          2 |         8 |     7.840 |     8.672 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 039|IN28043873|DN GLOSS PO RED 500ML                   |         12 |         6 |     5.640 |     6.864 |C20260401 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 040|IN28043872|DN GLOSS PO RED 1LT                     |          6 |         6 |     5.640 |     6.570 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 041|IN28043871|DN GLOSS PO RED 4LT                     |          2 |         8 |     7.520 |     8.512 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 042|IN28011372|DN GLOSS OXFORD BLUE 1LT                |          6 |         6 |     5.580 |     6.450 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 043|IN28010573|DN GLOSS DA GREY 500ML                  |         12 |         6 |     5.760 |     6.864 |C20260601 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 044|IN28010572|DN GLOSS DA GREY 1L                     |          6 |         6 |     5.760 |     6.570 |C20260601 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 045|IN28010571|DN GLOSS DA GREY 4LT                    |          4 |        16 |    15.360 |    17.024 |C20260701 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 046|IN28916272|DN GLOSS DEEP ORANGE 1L                 |          6 |         6 |     5.580 |     6.510 |C20260601 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 047|IN28917472|DN GLOSS PHIROZA 1L                     |          6 |         6 |     5.760 |     6.810 |C20260801 |
|  9109393866|IN53  |2000|70|110650    |ARIHANT BUILDSWARE    |110650 |ARIHANT BUILDSWARE       |1046788834|LF   |TAN | 048|IN28917471|DN GLOSS PHIROZA 4LT                    |          2 |         8 |     7.680 |     8.832 |C20260701 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  10|IN28301072|DN GLOSS BRILLIANT WHITE 1L             |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  20|IN28301071|DN GLOSS BRILLIANT WHITE 4L             |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  30|IN28012273|DN GLOSS BLACK 500ML                    |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  40|IN28012272|DN GLOSS BLACK 1L                       |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  50|IN28012271|DN GLOSS BLACK 4LT                      |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  60|IN28049273|DN GLOSS SMOKE GREY 500ML               |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  70|IN28049272|DN GLOSS SMOKE GREY 1LT                 |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  80|IN28010573|DN GLOSS DA GREY 500ML                  |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN |  90|IN28010572|DN GLOSS DA GREY 1L                     |          0 |         0 |         0 |         0 |          |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 001|IN28301072|DN GLOSS BRILLIANT WHITE 1L             |         60 |        60 |    67.200 |    74.400 |C20260801 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 002|IN28301071|DN GLOSS BRILLIANT WHITE 4L             |          8 |        32 |    35.840 |    38.640 |C20260801 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 003|IN28012273|DN GLOSS BLACK 500ML                    |         24 |        12 |    10.920 |    13.488 |C20260801 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 004|IN28012272|DN GLOSS BLACK 1L                       |         60 |        60 |    54.600 |    64.500 |C20260801 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 005|IN28012271|DN GLOSS BLACK 4LT                      |          8 |        32 |    29.120 |    33.408 |C20260701 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 006|IN28049273|DN GLOSS SMOKE GREY 500ML               |         24 |        12 |    11.880 |    13.848 |C20260801 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 007|IN28049272|DN GLOSS SMOKE GREY 1LT                 |         30 |        30 |    29.700 |    33.150 |C20260801 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 008|IN28010573|DN GLOSS DA GREY 500ML                  |         12 |         6 |     5.760 |     6.864 |C20260601 |
|  9109404595|IN53  |2000|70|109559    |Meghdhanush Paints &  |109559 |Meghdhanush Paints & Har |1046790901|LF   |TAN | 009|IN28010572|DN GLOSS DA GREY 1L                     |         12 |        12 |    11.520 |    13.140 |C20260801 |
|  9109406947|IN53  |2000|70|3301834   |SHREE GURU HARDWARE S |3301834|SHREE GURU HARDWARE STORE|1046788889|LF   |TAN |  10|IN28049272|DN GLOSS SMOKE GREY 1LT                 |          0 |         0 |         0 |         0 |          |
|  9109406947|IN53  |2000|70|3301834   |SHREE GURU HARDWARE S |3301834|SHREE GURU HARDWARE STORE|1046788889|LF   |TAN |  20|IN28912298|DN GLOSS DARK BROWN 100ML               |          0 |         0 |         0 |         0 |          |
|  9109406947|IN53  |2000|70|3301834   |SHREE GURU HARDWARE S |3301834|SHREE GURU HARDWARE STORE|1046788889|LF   |TAN |  30|IN28012272|DN GLOSS BLACK 1L                       |          0 |         0 |         0 |         0 |          |
|  9109406947|IN53  |2000|70|3301834   |SHREE GURU HARDWARE S |3301834|SHREE GURU HARDWARE STORE|1046788889|LF   |TAN |  40|IN65010457|DN Stainer Fast Blue 50ML               |          0 |         0 |         0 |         0 |          |
|  9109406947|IN53  |2000|70|3301834   |SHREE GURU HARDWARE S |3301834|SHREE GURU HARDWARE STORE|1046788889|LF   |TAN | 001|IN28049272|DN GLOSS SMOKE GREY 1LT                 |          6 |         6 |     5.940 |     6.630 |C20260701 |
|  9109406947|IN53  |2000|70|3301834   |SHREE GURU HARDWARE S |3301834|SHREE GURU HARDWARE STORE|1046788889|LF   |TAN | 002|IN28912298|DN GLOSS DARK BROWN 100ML               |         24 |     2.400 |     2.280 |     3.216 |C20260601 |
|  9109406947|IN53  |2000|70|3301834   |SHREE GURU HARDWARE S |3301834|SHREE GURU HARDWARE STORE|1046788889|LF   |TAN | 003|IN28012272|DN GLOSS BLACK 1L                       |          6 |         6 |     5.460 |     6.450 |C20260801 |
|  9109406947|IN53  |2000|70|3301834   |SHREE GURU HARDWARE S |3301834|SHREE GURU HARDWARE STORE|1046788889|LF   |TAN | 004|IN65010457|DN Stainer Fast Blue 50ML               |         20 |         1 |     1.360 |     1.860 |C20260601 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  10|IN28099272|DN SAT FIN INTERMEDIATE BASE 0.9 LT     |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  20|IN28099271|DN SAT FIN INTERMEDIATE BASE 3.6 LT     |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  30|5867118   |DN SAT FIN 93 BASE 0.925L               |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  40|5867119   |DN SAT FIN 93 BASE 3.7L                 |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  50|IN28012272|DN GLOSS BLACK 1L                       |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  60|IN28012271|DN GLOSS BLACK 4LT                      |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  70|IN28012282|DN GLOSS BLACK 10L                      |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  80|IN28209272|DN GLOSS INTERMEDIATE BASE NEW 0.9L     |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN |  90|IN28209271|DN GLOSS INTERMEDIATE BASE NEW 3.6L     |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 100|IN28049281|DN GLOSS SMOKE GREY 20LT                |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 110|IN28209072|DN GLOSS WHITE BASE NEW 1L              |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 120|IN28209071|DN GLOSS WHITE BASE NEW 4L              |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 130|IN28209082|DN GLOSS WHITE BASE NEW 10L             |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 140|5867122   |DN GLOSS 93 BASE 0.925L                 |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 150|5867123   |DN GLOSS 93 BASE 3.7L                   |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 160|5867125   |DN DULUX GLOSS 93 BASE 18.5L            |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 170|IN28129272|DN SATIN STAY BRIGHT INT. BASE 0.9L     |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 180|5867126   |DN SATIN STAY BRIGHT 93 BASE 0.925L     |          0 |         0 |         0 |         0 |          |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 001|IN28099272|DN SAT FIN INTERMEDIATE BASE 0.9 LT     |         18 |        18 |    19.818 |    23.616 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 002|IN28099271|DN SAT FIN INTERMEDIATE BASE 3.6 LT     |          8 |        32 |    35.232 |    40.968 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 003|5867118   |DN SAT FIN 93 BASE 0.925L               |         18 |        18 |    18.918 |    20.880 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 004|5867119   |DN SAT FIN 93 BASE 3.7L                 |          4 |        16 |    16.816 |    18.060 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 005|IN28012272|DN GLOSS BLACK 1L                       |         30 |        30 |    27.300 |    32.250 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 006|IN28012271|DN GLOSS BLACK 4LT                      |         20 |        80 |    72.800 |    83.520 |C20260701 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 007|IN28012282|DN GLOSS BLACK 10L                      |          2 |        20 |    18.200 |    20.950 |C20260701 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 008|IN28209272|DN GLOSS INTERMEDIATE BASE NEW 0.9L     |         30 |        30 |    26.730 |    30.540 |C20260701 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 009|IN28209271|DN GLOSS INTERMEDIATE BASE NEW 3.6L     |          8 |        32 |    28.512 |    35.280 |C20260701 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 010|IN28049281|DN GLOSS SMOKE GREY 20LT                |          5 |       100 |        99 |   103.975 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 011|IN28209072|DN GLOSS WHITE BASE NEW 1L              |         30 |        30 |    30.900 |    34.710 |C20260701 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 012|IN28209071|DN GLOSS WHITE BASE NEW 4L              |         20 |        80 |    82.400 |    89.460 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 013|IN28209082|DN GLOSS WHITE BASE NEW 10L             |          3 |        30 |    30.900 |    34.800 |C20260701 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 014|5867122   |DN GLOSS 93 BASE 0.925L                 |         30 |        30 |    24.840 |    28.590 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 015|5867123   |DN GLOSS 93 BASE 3.7L                   |         12 |        48 |    48.912 |    59.664 |C20260701 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 016|5867125   |DN DULUX GLOSS 93 BASE 18.5L            |          3 |        60 |        60 |        60 |C20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 017|IN28129272|DN SATIN STAY BRIGHT INT. BASE 0.9L     |         18 |        18 |    21.780 |    23.760 |T20260801 |
|  9109406948|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788905|LF   |TAN | 018|5867126   |DN SATIN STAY BRIGHT 93 BASE 0.925L     |         18 |        18 |    19.440 |    23.400 |T20260901 |
|  9109406949|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046788912|LF   |TAN |  10|IN28080082|DN SAT FIN WHITE 10L                    |          0 |         0 |         0 |         0 |          |
|  9109406949|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046788912|LF   |TAN |  20|IN28080081|DN SAT FIN WHITE 20LT                   |          0 |         0 |         0 |         0 |          |
|  9109406949|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046788912|LF   |TAN |  30|IN28099271|DN SAT FIN INTERMEDIATE BASE 3.6 LT     |          0 |         0 |         0 |         0 |          |
|  9109406949|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046788912|LF   |TAN |  40|IN28080171|DN SAT FIN BLACK 4L                     |          0 |         0 |         0 |         0 |          |
|  9109406949|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046788912|LF   |TAN | 001|IN28080082|DN SAT FIN WHITE 10L                    |          1 |        10 |    12.800 |    13.875 |C20260501 |
|  9109406949|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046788912|LF   |TAN | 002|IN28080081|DN SAT FIN WHITE 20LT                   |          3 |        60 |    76.800 |    80.985 |C20260701 |
|  9109406949|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046788912|LF   |TAN | 003|IN28099271|DN SAT FIN INTERMEDIATE BASE 3.6 LT     |          4 |        16 |    17.616 |    20.484 |C20260801 |
|  9109406949|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046788912|LF   |TAN | 004|IN28080171|DN SAT FIN BLACK 4L                     |          4 |        16 |    18.400 |    20.384 |C20260901 |
|  9109406950|IN53  |2000|70|328633    |Gaurav Traders        |328633 |Gaurav Traders           |1046788915|LF   |TAN |  10|6457575   |Dulux Signature Epoxy Int. Roller 9"    |         25 |         0 |     4.850 |     4.850 |          |
