--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Delivery  |ShPt  |SLoc|Dv|Sold-To Pt|Name of sold-to party |Ship-To|Name of the ship-to party|Ref. Doc. |DlvTy|ItCa|Item|Material  |Description                             |Delivery qty|     Volume| Net weight| Total Wght|Batch     |
|  9109455481|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788924|LF   |TAN | 001|5880393   |DN WS  Protect Dustproof 93 base 9L     |          1 |        10 |    10.800 |    11.770 |C20260501 |
|  9109455481|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788924|LF   |TAN | 002|5853017   |DPP-SuperCover Ultra 92 base 4L         |          2 |         8 |    10.960 |    11.346 |C20260701 |
|  9109455481|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788924|LF   |TAN | 003|5579816   |Promise SmartCh Ext Br Wht/Wht Bas 10L  |          1 |        10 |    13.700 |    14.700 |C20260701 |
|  9109455481|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788924|LF   |TAN | 004|IN28080171|DN SAT FIN BLACK 4L                     |          4 |        16 |    18.400 |    20.384 |C20260901 |
|  9109455481|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788924|LF   |TAN | 005|IN34220082|DN SB CEMENT PRIMER 10L                 |          6 |        60 |        75 |    82.800 |C20260701 |
|  9109455481|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788924|LF   |TAN | 006|IN34220081|DN SB CEMENT PRIMER 20L                 |          4 |        80 |       100 |       107 |C20260701 |
|  9109455481|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788924|LF   |TAN | 007|IN28012271|DN GLOSS BLACK 4LT                      |          4 |        16 |    14.560 |    16.704 |C20260701 |
|  9109455482|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788927|LF   |TAN |  10|IN32400082|DN WS Prime coat Primer 10L             |          0 |         0 |         0 |         0 |          |
|  9109455482|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046788927|LF   |TAN | 001|IN32400082|DN WS Prime coat Primer 10L             |          1 |        10 |    14.600 |    15.316 |C20260501 |
|  9109455483|IN53  |2000|70|110170    |RAVI HARDWARE & PLYWO |110170 |RAVI HARDWARE & PLYWOOD  |1046788933|LF   |TAN |  10|5953878   |DN WS Texture Rustic 94 25Kg Retail     |          0 |         0 |         0 |         0 |          |
|  9109455483|IN53  |2000|70|110170    |RAVI HARDWARE & PLYWO |110170 |RAVI HARDWARE & PLYWOOD  |1046788933|LF   |TAN | 001|5953878   |DN WS Texture Rustic 94 25Kg Retail     |         25 |       625 |       625 |   627.500 |T20260601 |
|  9109455484|IN53  |2000|70|102292    |Shree Yamunaji Paints |102292 |Shree Yamunaji Paints    |1046788934|LF   |TAN |  10|5994753   |Promise 2 in 1 Primer Int & Ext 20 Ltr  |         25 |       500 |       670 |   675.250 |T20260801 |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN |  10|IN28080073|DN SAT FIN WHITE 500ML                  |          0 |         0 |         0 |         0 |          |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN |  20|IN28301074|DN GLOSS BRILLIANT WHITE 200ML          |          0 |         0 |         0 |         0 |          |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN |  30|IN28301073|DN GLOSS BRILLIANT WHITE 500ML          |          0 |         0 |         0 |         0 |          |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN |  40|IN28049273|DN GLOSS SMOKE GREY 500ML               |          0 |         0 |         0 |         0 |          |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN |  50|IN28010573|DN GLOSS DA GREY 500ML                  |          0 |         0 |         0 |         0 |          |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN |  60|IN28912274|DN GLOSS DARK BROWN 200ML               |          0 |         0 |         0 |         0 |          |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN |  70|IN28918774|DN GLOSS GOLDEN BROWN 200ML             |          0 |         0 |         0 |         0 |          |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN | 001|IN28080073|DN SAT FIN WHITE 500ML                  |         12 |         6 |     7.680 |     8.784 |C20260801 |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN | 002|IN28301074|DN GLOSS BRILLIANT WHITE 200ML          |         12 |     2.400 |     2.640 |     3.240 |C20260701 |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN | 003|IN28301073|DN GLOSS BRILLIANT WHITE 500ML          |         12 |         6 |     6.720 |     7.560 |C20260701 |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN | 004|IN28049273|DN GLOSS SMOKE GREY 500ML               |          6 |         3 |     2.970 |     3.462 |C20260801 |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN | 005|IN28010573|DN GLOSS DA GREY 500ML                  |          6 |         3 |     2.880 |     3.432 |C20260601 |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN | 006|IN28912274|DN GLOSS DARK BROWN 200ML               |         12 |     2.400 |     2.280 |     3.024 |C20260601 |
|  9109455485|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046788936|LF   |TAN | 007|IN28918774|DN GLOSS GOLDEN BROWN 200ML             |         12 |     2.400 |     2.472 |     3.216 |C20260501 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  10|5948784   |DN PROMISE ENAMEL CLASSIC WHITE 500 mL  |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  20|5948785   |DN PROMISE ENAMEL CLASSIC WHITE 1L      |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  30|5948787   |DN PROMISE ENAMEL CLASSIC WHITE 10L     |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  40|5948788   |DN PROMISE ENAMEL CLASSIC WHITE 20L     |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  50|IN29320271|DN PROMISE ENML WHITE 4L                |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  60|IN34220072|DN SB CEMENT PRIMER 1L                  |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  70|IN34220071|DN SB CEMENT PRIMER 4L                  |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  80|IN34220082|DN SB CEMENT PRIMER 10L                 |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN |  90|IN34220081|DN SB CEMENT PRIMER 20L                 |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 100|IN32400082|DN WS Prime coat Primer 10L             |          0 |         0 |         0 |         0 |          |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 001|5948784   |DN PROMISE ENAMEL CLASSIC WHITE 500 mL  |         24 |        12 |    12.360 |    14.280 |C20260201 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 002|5948785   |DN PROMISE ENAMEL CLASSIC WHITE 1L      |         60 |        60 |    61.800 |    69.300 |C20260801 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 003|5948787   |DN PROMISE ENAMEL CLASSIC WHITE 10L     |         20 |       200 |       206 |       232 |C20260801 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 004|5948788   |DN PROMISE ENAMEL CLASSIC WHITE 20L     |         15 |       300 |       309 |   335.250 |C20260801 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 005|IN29320271|DN PROMISE ENML WHITE 4L                |         40 |       160 |   164.800 |   178.840 |C20260801 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 006|IN34220072|DN SB CEMENT PRIMER 1L                  |         60 |        60 |        75 |    82.500 |C20260601 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 007|IN34220071|DN SB CEMENT PRIMER 4L                  |         40 |       160 |       200 |   214.040 |C20260601 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 008|IN34220082|DN SB CEMENT PRIMER 10L                 |         25 |       250 |   312.500 |       345 |C20260701 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 009|IN34220081|DN SB CEMENT PRIMER 20L                 |         15 |       300 |       375 |   401.250 |C20260701 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 010|IN32400082|DN WS Prime coat Primer 10L             |          5 |        50 |        73 |    76.580 |C20260501 |
|  9109458728|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046789961|LF   |TAN | 011|IN32400082|DN WS Prime coat Primer 10L             |          1 |        10 |    14.600 |    15.316 |T20260201 |
|  9109458729|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790002|LF   |TAN |  10|5579821   |Promise SmartCh Int Br Wht/Wht Bas 20L  |          0 |         0 |         0 |         0 |          |
|  9109458729|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790002|LF   |TAN | 001|5579821   |Promise SmartCh Int Br Wht/Wht Bas 20L  |          5 |       100 |       133 |   156.800 |T20260701 |
|  9109458730|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790023|LF   |TAN |  10|IN82000081|DN WTP Aquatech Roof Coat 20L           |          0 |         0 |         0 |         0 |          |
|  9109458730|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790023|LF   |TAN | 001|IN82000081|DN WTP Aquatech Roof Coat 20L           |         20 |       400 |       496 |   516.200 |T20260801 |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN |  10|5599503   |DN ACOTONE Tinter XY1 COL_IN-SL 1L      |          0 |         0 |         0 |         0 |          |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN |  20|5599507   |DN ACOTONE Tinter XR1 COL_IN-SL 1L      |          0 |         0 |         0 |         0 |          |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN |  30|5827814   |DPP-GVA 480 Organic Red Violet 1L       |          2 |         2 |     2.300 |     2.300 |          |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN |  40|5827811   |DPP-GVA 147 White 1L                    |          2 |         2 |     2.326 |     2.326 |          |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN |  50|5838853   |DN Promise Interior White 4L            |          2 |         8 |    11.360 |    11.860 |          |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN |  60|5838873   |DN Promise exterior White 4L            |          2 |         8 |    10.560 |    11.060 |          |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN |  70|IN28209072|DN GLOSS WHITE BASE NEW 1L              |          0 |         0 |         0 |         0 |          |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN | 001|5599503   |DN ACOTONE Tinter XY1 COL_IN-SL 1L      |          4 |         4 |     7.160 |     7.472 |C20260701 |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN | 002|5599507   |DN ACOTONE Tinter XR1 COL_IN-SL 1L      |          4 |         4 |     8.280 |     8.592 |C20260801 |
|  9109458731|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790184|LF   |TAN | 003|IN28209072|DN GLOSS WHITE BASE NEW 1L              |          6 |         6 |     6.180 |     6.942 |C20260701 |
|  9109458732|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790251|LF   |TAN |  10|IN28301071|DN GLOSS BRILLIANT WHITE 4L             |          0 |         0 |         0 |         0 |          |
|  9109458732|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790251|LF   |TAN |  20|IN30609023|DN VT PEARL GLO NEW WHITE BASE 1L       |          0 |         0 |         0 |         0 |          |
|  9109458732|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790251|LF   |TAN | 001|IN28301071|DN GLOSS BRILLIANT WHITE 4L             |          2 |         8 |     8.960 |     9.660 |C20260801 |
|  9109458732|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790251|LF   |TAN | 002|IN30609023|DN VT PEARL GLO NEW WHITE BASE 1L       |          9 |         9 |         9 |    12.591 |T20260701 |
|  9109458733|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790347|LF   |TAN |  10|IN30909081|DN VT PLATINUM GLO WHITE BASE 20L       |          0 |         0 |         0 |         0 |          |
|  9109458733|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790347|LF   |TAN | 001|IN30909081|DN VT PLATINUM GLO WHITE BASE 20L       |          1 |        20 |    24.285 |    27.810 |C20260801 |
|  9109458734|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790626|LF   |TAN |  10|IN34030071|IP DUWEL WOOD PRIMER (WHITE) 4LT        |          0 |         0 |         0 |         0 |          |
|  9109458734|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790626|LF   |TAN | 001|IN34030071|IP DUWEL WOOD PRIMER (WHITE) 4LT        |          2 |         8 |    10.560 |    11.072 |C20260701 |
|  9109458735|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790758|LF   |TAN |  10|IN28301071|DN GLOSS BRILLIANT WHITE 4L             |          0 |         0 |         0 |         0 |          |
|  9109458735|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046790758|LF   |TAN | 001|IN28301071|DN GLOSS BRILLIANT WHITE 4L             |          2 |         8 |     8.960 |     9.660 |C20260801 |
|  9109458736|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046790813|LF   |TAN |  10|IN28010571|DN GLOSS DA GREY 4LT                    |          0 |         0 |         0 |         0 |          |
|  9109458736|IN53  |2000|70|3296171   |AMBIKA ENTERPRISE     |3296171|AMBIKA ENTERPRISE        |1046790813|LF   |TAN | 001|IN28010571|DN GLOSS DA GREY 4LT                    |         12 |        48 |    46.080 |    51.072 |C20260701 |
|  9109458737|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046791051|LF   |TAN |  10|5994753   |Promise 2 in 1 Primer Int & Ext 20 Ltr  |          8 |       160 |   214.400 |   216.080 |T20260801 |
|  9109458737|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046791051|LF   |TAN |  20|IN28010572|DN GLOSS DA GREY 1L                     |          0 |         0 |         0 |         0 |          |
|  9109458737|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046791051|LF   |TAN |  30|IN28010571|DN GLOSS DA GREY 4LT                    |          0 |         0 |         0 |         0 |          |
|  9109458737|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046791051|LF   |TAN | 001|IN28010572|DN GLOSS DA GREY 1L                     |          6 |         6 |     5.760 |     6.570 |C20260801 |
|  9109458737|IN53  |2000|70|102492    |Ambika Paints         |102492 |Ambika Paints            |1046791051|LF   |TAN | 002|IN28010571|DN GLOSS DA GREY 4LT                    |          2 |         8 |     7.680 |     8.512 |C20260701 |
|  9109460057|IN53  |2000|70|899199    |NIJNAAM PUMP & HARDWA |899199 |NIJNAAM PUMP & HARDWARE  |1046790427|LF   |ZKL3|  10|6079378   |SILVER COIN 15G                         |          1 |         1 |         1 |         1 |          |
|  9109460057|IN53  |2000|70|899199    |NIJNAAM PUMP & HARDWA |899199 |NIJNAAM PUMP & HARDWARE  |1046790427|LF   |ZKL3|  20|6047989   |SILVER COIN                             |          7 |         7 |         7 |         7 |          |
|  9109460057|IN53  |2000|70|899199    |NIJNAAM PUMP & HARDWA |899199 |NIJNAAM PUMP & HARDWARE  |1046790427|LF   |ZKL3|  30|6474740   |KUHL BLDC Ceiling Fan                   |          1 |         1 |         1 |         1 |          |
|  9109460059|IN53  |2000|70|280862    |VALLABHI COLOUR MART  |280862 |VALLABHI COLOUR MART     |1046791111|LF   |TAN |  10|IN28129281|DN SATIN STAY BRIGHT INT. BASE 18L      |          0 |         0 |         0 |         0 |          |
|  9109460059|IN53  |2000|70|280862    |VALLABHI COLOUR MART  |280862 |VALLABHI COLOUR MART     |1046791111|LF   |TAN | 001|IN28129281|DN SATIN STAY BRIGHT INT. BASE 18L      |          5 |       100 |       121 |   126.925 |T20260901 |
|  9109462451|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046789491|LF   |TAN |  10|IN28129072|DN SATIN STAY BRIGHT WHT. BASE 0.9L     |          0 |         0 |         0 |         0 |          |
|  9109462451|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046789491|LF   |TAN |  20|IN28129071|DN SATIN STAY BRIGHT WHT. BASE 3.6L     |          0 |         0 |         0 |         0 |          |
|  9109462451|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046789491|LF   |TAN | 001|IN28129072|DN SATIN STAY BRIGHT WHT. BASE 0.9L     |         45 |        45 |    56.250 |    62.145 |T20260701 |
|  9109462451|IN53  |2000|70|102403    |Maruti Paints         |102403 |Maruti Paints            |1046789491|LF   |TAN | 002|IN28129071|DN SATIN STAY BRIGHT WHT. BASE 3.6L     |          8 |        32 |        40 |    43.288 |T20260801 |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN |  10|5580866   |DN Aquatech Damp Protect Basecoat 10L   |          0 |         0 |         0 |         0 |          |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN |  20|5948787   |DN PROMISE ENAMEL CLASSIC WHITE 10L     |          0 |         0 |         0 |         0 |          |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN |  30|5948788   |DN PROMISE ENAMEL CLASSIC WHITE 20L     |          0 |         0 |         0 |         0 |          |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN |  40|5575906   |DN Promise Sheen Interior Br White 4L   |          0 |         0 |         0 |         0 |          |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN |  50|5575907   |DN Promise Sheen Interior Br White 10L  |          0 |         0 |         0 |         0 |          |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN |  60|5577383   |DN Promise Sheen Interior Br White 1L   |          0 |         0 |         0 |         0 |          |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN |  70|5953877   |DN WS Texture Rustic 90 25kg Retail     |          0 |         0 |         0 |         0 |          |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN | 001|5580866   |DN Aquatech Damp Protect Basecoat 10L   |          2 |        20 |    24.400 |    26.432 |T20260901 |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN | 002|5948787   |DN PROMISE ENAMEL CLASSIC WHITE 10L     |          3 |        30 |    30.900 |    34.800 |C20260801 |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN | 003|5948788   |DN PROMISE ENAMEL CLASSIC WHITE 20L     |          3 |        60 |    61.800 |    67.050 |C20260801 |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN | 004|5575906   |DN Promise Sheen Interior Br White 4L   |          4 |        16 |    21.600 |    22.960 |T20260701 |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN | 005|5575907   |DN Promise Sheen Interior Br White 10L  |          1 |        10 |    12.500 |    14.200 |C20260801 |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN | 006|5577383   |DN Promise Sheen Interior Br White 1L   |          6 |         6 |     8.100 |     8.700 |T20260701 |
|  9109464710|IN53  |2000|70|470405    |Sarita Colour Zone    |470405 |Sarita Colour Zone       |1046788961|LF   |TAN | 007|5953877   |DN WS Texture Rustic 90 25kg Retail     |          2 |        50 |        50 |    50.500 |T20260801 |
|  9109465760|IN53  |2000|77|102544    |Agarwal Hardware & Ge |3632536|KASTURBA                 |1046791416|LF   |Z007|  10|5860306   |DN Promise Interior Gen White Base 20L  |          2 |        40 |        56 |    57.800 |          |
|  9109465760|IN53  |2000|77|102544    |Agarwal Hardware & Ge |3632536|KASTURBA                 |1046791416|LF   |Z007|  20|5860055   |DN Promise Interior GenTint 92 base 20L |          1 |        20 |    28.400 |    29.400 |          |
|  9109465760|IN53  |2000|77|102544    |Agarwal Hardware & Ge |3632536|KASTURBA                 |1046791416|LF   |Z007|  30|5860306   |DN Promise Interior Gen White Base 20L  |          2 |        40 |        56 |    57.800 |          |
|  9109466258|IN53  |2000|70|730673    |HAREKRISHNA COLOUR ZO |730673 |HAREKRISHNA COLOUR ZONE  |1046788820|LF   |TAN |  10|IN28140071|DN SATIN STAY BRIGHT WHITE 4L           |          0 |         0 |         0 |         0 |          |
|  9109466258|IN53  |2000|70|730673    |HAREKRISHNA COLOUR ZO |730673 |HAREKRISHNA COLOUR ZONE  |1046788820|LF   |TAN | 001|IN28140071|DN SATIN STAY BRIGHT WHITE 4L           |          4 |        16 |        20 |    21.644 |T20260801 |
|  9109466259|IN53  |2000|70|3252244   |SHREENATHJI COLOUR &  |3252244|SHREENATHJI COLOUR & HAR |1046788822|LF   |TAN |  10|5880397   |DN WS  Protect Dustproof 94 base 9L     |          0 |         0 |         0 |         0 |          |
|  9109466259|IN53  |2000|70|3252244   |SHREENATHJI COLOUR &  |3252244|SHREENATHJI COLOUR & HAR |1046788822|LF   |TAN | 001|5880397   |DN WS  Protect Dustproof 94 base 9L     |          2 |        20 |    21.780 |    23.012 |T20260201 |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  10|5841514   |DPP-Sadolin LuxurioPUMatt BAS90 WHT 1L  |          6 |         6 |     7.260 |    13.860 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  20|5826252   |DN SADOLIN PU Prime Clear Sealer 4L     |          1 |         4 |     4.040 |     4.040 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  30|5841500   |DN SADOLIN PU Prime 90 Base Matt 4L     |          2 |         8 |     9.440 |    11.640 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  40|5841505   |DN SADOLIN PU Prime 93 Base Matt 1L     |         12 |        12 |    12.120 |    12.120 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  50|5841326   |DN SADOLIN PU Prime 90 Base Gloss 1L    |          6 |         6 |     6.060 |     6.060 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  60|5556514   |DN SADOLIN EPOXY INSULATOR 1L           |          6 |         6 |         6 |     6.720 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  70|5556515   |DN SADOLIN EPOXY INSULATOR 4L           |          2 |         8 |         8 |     8.700 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  80|5826261   |DN SADOLIN Multi Purpose Thin 20L       |          2 |        40 |    34.800 |    34.800 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN |  90|IN35203003|DN SADOLIN WOOD FILLER WHITE 1KG        |          0 |         0 |         0 |         0 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN | 100|IN35203203|DN SADOLIN WOOD FILLER WALNUT 1KG       |          0 |         0 |         0 |         0 |          |
|  9109466260|IN53  |2000|70|102386    |Shivam Paints         |102386 |Shivam Paints            |1046788826|LF   |TAN | 001|IN35203003|DN SADOLIN WOOD FILLER WHITE 1KG        |          6 |         6 |         6 |     6.318 |C20260801 |
